prompt_length,file_size_bytes
674,49624502
290,152151660
296,6950827
618,8231475
459,14552228
410,8028541
479,4842112
324,159793480
396,27156427
537,225344089
384,5004186
677,26782939
549,12488010
681,55644829
502,151442661
363,11504556
327,13094982
312,84581279
488,76017435
519,156993114
364,5245613
499,6172940
295,13101599
679,46000578
326,31526315
434,6473000
427,9395523
414,72480184
454,8542873
1051,6966200
620,5037849
395,7360583
388,8498830
895,34215046
963,12183767
397,14218560
370,5082801
412,11046432
627,14164018
367,40557804
453,24805391
457,8758873
315,9982440
435,23994046
362,7861191
492,66792250
312,16130207
893,8967005
402,12835085
455,102037797
458,19997389
380,77253934
691,25907963
323,180942633
756,57712983
526,12508119
558,16436319
364,29650592
378,40894602
414,67200507
565,10661397
638,6751815
451,205087485
554,16817641
637,10187847
684,6122325
461,22074444
776,47132603
343,72521427
442,25572369
1496,11178368
314,79846664
378,12065585
403,7554072
361,11027667
398,7052100
466,9219594
647,9684470
333,21928626
276,10654116
391,17483752
491,75353925
426,7508646
378,20728726
566,5889558
475,63746887
629,11145923
670,12064993
453,74383737
980,68206499
433,16262189
399,41020314
392,90765091
247,7444367
532,6754992
580,18525195
303,5040814
350,53859660
289,5659942
467,150491053
525,22148045
582,10036399
600,8784607
456,8927350
179,28213799
369,129453945
714,58415758
572,13971155
395,36651090
482,26287631
466,11945111
404,6377756
326,8737762
395,10929797
462,15574608
392,113763806
411,39155447
425,8453651
1033,10498352
948,10340944
592,5619674
318,13426404
333,7500087
373,4142822
303,5357287
334,24703168
452,9820282
468,4239384
241,4993751
372,10986665
469,12297866
740,47780138
307,7644633
505,16330993
504,6669072
379,197837079
513,5455441
815,71400056
634,10180656
371,5838494
305,8509556
528,6122708
455,26617281
528,8499466
325,221517547
697,13031800
463,4826293
413,150556141
264,126969570
315,46752759
455,45533137
362,5219225
396,26950688
725,12710654
280,1258081190
279,32135245
328,10300868
466,14618213
673,31609783
918,5494105
401,8480863
330,18803152
386,88296678
452,13349110
296,6989900
227,11164338
645,27426652
369,20241420
363,4722673
399,103851179
509,145628075
510,8403146
711,8767282
478,20657838
408,9336608
840,29962787
450,209920617
260,36116524
305,13483251
414,12105897
236,9589628
356,63397151
646,123115681
753,14732266
472,428695646
486,102967641
688,24174868
401,9631672
503,28208847
371,26948007
337,16978004
536,35348610
402,9684395
649,231157393
406,6114943
340,8718429
267,12341050
778,4897162
697,5067756
446,17700686
364,5182577
291,11182294
398,17170733
659,6428504
606,26285140
280,7382763
395,179634026
287,11802572
494,5239678
400,18737613
273,6053008
310,97032836
437,11304839
468,24144100
392,14519702
361,9536542
207,12104862
554,25754715
460,212340677
277,4812128
393,15363503
506,26998515
242,9781101
552,13527651
623,83116836
295,11620487
428,14335598
340,126731657
583,25393746
363,8036672
466,32030855
254,192711810
288,63095614
363,7979760
384,9579020
637,143035396
701,34820361
408,10332432
460,4851630
484,8519510
471,182619732
388,23237549
492,5597316
638,7913317
287,9134939
339,14218628
478,38958158
493,73934221
515,8427807
365,10444658
491,231409213
821,13582269
502,8115326
738,11217127
507,11519814
259,7539610
573,92951839
454,6313262
379,172473731
623,60500224
591,75902235
301,6946802
287,33250358
640,42691488
275,4122770
439,15279488
567,157105450
284,104539767
513,11673727
448,256723047
349,13778955
504,79186218
629,60134640
309,245646992
332,10116337
293,20213731
508,7045994
395,228469296
403,13274687
525,10299986
689,6791006
490,37446846
646,16466848
345,11868082
963,6098374
501,16794212
318,9062740
470,9540963
371,9480639
414,13988909
385,16088429
298,6083794
411,45486185
462,83207932
327,5558949
444,6501845
430,8510520
229,6441807
897,4965221
542,26071207
841,16565481
423,6100177
568,7843776
539,45721777
414,120776377
510,88947426
375,11360842
308,34417294
754,10171657
422,92496796
248,7779286
308,7887283
606,8788569
448,5398131
727,13744449
343,9898846
558,23944638
533,12879636
924,7051598
438,18473522
796,6707734
371,8810916
547,14434086
483,14364629
337,8599240
427,15011312
789,11564804
380,10485107
554,31939968
363,41209142
471,5352021
325,10909444
293,14235974
449,80758100
331,44857410
532,26035705
325,8705865
852,11197905
363,20633943
363,13476065
392,10311780
259,73045236
478,24575294
333,50161642
654,415365845
359,6722951
510,7365275
667,11024543
557,4773055
1154,302619971
686,249029922
666,32757292
504,8006993
422,107582198
398,52046446
565,104765985
338,14284541
659,34518971
371,18036051
390,28031643
436,6883347
387,17819039
283,15998847
632,13223353
388,15309352
365,9940435
476,29619993
384,27435390
199,13888730
397,7673111
385,18538394
328,16410107
287,23128635
454,58769081
585,6713987
309,5691185
298,5442862
430,8901300
612,108062232
392,8308660
520,8871294
333,13723310
223,126952666
414,43299173
434,27945530
417,7741938
304,23555283
901,83118448
380,6563463
458,28028393
335,63111229
542,22108715
383,28552759
443,10689502
667,13465431
386,9873149
396,84283348
513,148970624
465,8230542
262,10981962
512,5401044
467,171827657
315,11870464
988,12960961
350,70106351
256,48215907
1045,15317530
802,42573885
396,7994075
390,69932166
653,41136439
469,7977405
978,127880043
580,20602190
494,15285926
414,7566555
491,11125439
283,12233984
689,36047781
311,9545160
435,14820301
446,79616595
752,9330494
538,31981121
317,8176603
655,7063987
526,18509455
517,9354048
721,19254903
321,10472098
484,12963321
455,9057122
1130,648131268
399,8575473
357,10706416
320,10237676
735,32393121
483,5961656
419,166309964
699,16682766
1036,122770210
614,12788574
372,11026633
590,29774156
826,277112715
384,17091556
606,10953050
630,15582875
348,16405405
622,15225571
464,16590316
387,4608304
783,16799212
290,8604930
571,12753792
455,91934246
485,10317571
848,17577776
335,19398989
506,12480808
340,8846251
480,75174082
745,11262090
321,9188832
468,95808053
478,23537334
424,79637151
366,159110339
469,5985783
581,5346497
568,137277497
331,135341685
613,10386639
543,5956784
539,27297046
355,7523508
588,10504374
616,4391813
316,183692746
287,8224180
379,6881820
258,5421221
401,115972326
330,8419133
283,40565475
652,4816349
1023,44817057
446,4548052
276,9919720
425,12748715
543,10403340
528,21518950
835,7235605
539,15359119
355,10652527
255,7125995
407,8141099
445,8670785
435,13952778
594,23055560
534,9561964
380,47219819
237,15654526
486,11124501
350,5540757
437,18619339
412,8908114
347,118012998
573,13405704
491,7156517
699,45973759
380,24140586
327,34876030
287,6895413
495,7851318
551,7619815
464,114410210
379,10237321
744,6779021
494,37510612
431,12951448
409,129397456
505,13273566
633,11409413
493,17050483
369,7032660
317,8059554
975,67063864
395,28101855
285,25986764
226,8433067
481,12307070
441,114863217
698,6997524
772,38156433
486,45364203
513,61674258
266,4762381
323,52164026
517,4451758
917,20816547
660,30457323
401,17890739
367,10911875
749,96578769
293,255655420
344,32018554
488,11362938
504,4967923
582,119001434
727,8909247
406,35198591
430,56733958
385,9902475
322,16365869
286,9329387
643,44442471
775,13717999
402,16400483
534,17794266
285,198280037
324,53103780
360,11118389
471,10630497
374,19730084
341,11916055
416,65959337
261,25375724
417,7850345
472,5467269
550,68983773
379,21908861
838,15762242
549,9600839
392,10665144
491,8232758
772,4369486
492,7664761
601,13908150
337,6687884
532,24192288
667,12623095
574,12257298
545,122898819
274,11549805
473,10275699
413,13699844
428,10769438
411,17297796
687,97125860
344,15072602
473,253700304
345,144140269
254,4627253
391,29725883
478,12932984
367,40301434
630,148541146
312,18805022
571,9737857
396,3763859
328,5709640
553,4774341
688,10037837
304,12982862
552,19784375
324,13087311
539,9315021
371,30073659
377,23250203
465,48535045
449,5955079
477,9507340
590,8634455
540,7750110
440,5651626
415,9684782
463,55151946
265,55484200
422,11987089
474,6887109
477,14538050
510,738319767
277,9985966
486,10022744
452,4812714
568,19005899
703,5869146
437,26557829
516,119072005
446,38361979
402,17590706
520,16017071
430,45867488
490,42549256
544,10763674
361,4692087
644,41523773
546,240743056
390,16224283
594,9060278
326,158452480
829,6632805
249,20201694
374,7477747
257,10905289
545,115520161
382,4730401
392,22728383
572,7050606
354,19058335
411,30828588
350,11536823
794,52685949
533,15973678
357,30364669
298,44154735
672,10975551
302,6536753
557,41626328
297,91016507
412,11348603
892,82168611
320,18664318
311,7747004
387,32725619
367,18578385
413,17502874
494,161782096
362,26801104
365,91289664
302,37758888
347,25989789
366,57866834
289,6192224
836,29343966
411,14123710
531,7948071
470,58377208
277,14856136
368,26038277
271,49975413
442,6858294
558,7587120
400,8693046
605,56315835
325,7020049
349,169444765
343,166308464
395,9178377
360,13272772
514,12653288
459,7927025
608,128907698
553,48561332
754,9975311
393,255618020
345,9859483
788,17609623
904,9453318
391,21954021
609,14472113
923,13036265
402,24174046
279,4238905
798,7608455
396,12976162
361,8123011
347,5740141
468,17333783
400,4732171
367,9131261
480,25435749
548,7415413
301,3715581
486,5165085
344,5800972
446,8928351
392,17222867
373,4390193
556,10937962
203,64124362
823,6632443
460,5993796
625,7473152
386,157911970
653,11646580
396,24719020
316,24065491
531,114597475
681,9370236
577,10935243
394,19087010
734,16372648
358,9145080
662,56825790
464,13861963
503,49278484
332,54054802
467,33653084
457,7233487
434,19187517
408,9178533
652,115137528
377,224855699
257,7536849
278,14071337
311,136524046
259,13854012
520,53042628
531,3932891
575,177797551
665,31285509
275,11901562
720,6153669
466,13538878
665,37280252
724,7918783
379,8237598
486,8736594
542,6487107
277,17347897
360,18892009
335,4838255
318,60514284
1076,37857753
613,22390310
610,16285886
344,7553914
523,13388653
311,105320862
375,6101071
472,7364550
355,9958322
355,9261997
392,24909459
802,7331883
902,356317078
595,13456852
437,18957836
400,60415864
744,21681262
408,29133302
366,8438732
355,23284782
395,13272064
466,6884650
547,12708444
768,19402478
525,115553391
457,21848185
414,6707437
265,134307515
314,78733987
356,12048616
371,12733276
331,8299814
420,13378118
229,25215236
259,247085088
467,10509491
402,18942846
689,6392163
600,221745389
433,12582666
714,81516537
496,7298132
289,8527298
496,8391059
843,15056261
796,4392258
284,9588730
271,7973932
314,20197246
448,6474281
715,9440493
285,24829016
326,14530197
487,5692273
592,20300009
530,11810159
736,13248871
462,88650541
258,107300424
535,8000610
379,7650456
437,58094399
561,19754243
232,8132200
447,22707831
339,249665330
391,9383749
516,43805206
501,20100501
257,8586638
531,34249634
423,17366377
876,12038571
426,29306937
362,19760408
393,9351514
374,11106123
545,6388410
743,76150442
447,6158859
533,67963110
465,4427618
583,122131356
368,37660401
420,13603721
658,9279993
527,81512108
467,19401905
632,6251314
391,57996134
659,8213963
606,31721385
382,19323765
400,33635603
426,10249716
442,97096510
807,124707436
326,8829748
665,6735345
712,14344462
730,92516339
1123,11228930
495,138899204
373,16796918
507,208901354
474,10065502
467,6772682
396,35071145
297,14406159
495,11224778
296,23775826
621,7296758
390,99016826
298,344527031
373,103884897
886,6429478
378,28917293
487,137009751
477,28030920
381,5966157
244,23998749
371,18719504
278,12637919
299,6821820
543,15141972
480,11648561
339,36764428
434,30225864
364,5975899
433,37529635
460,10728809
357,39296787
564,45524662
329,32545487
622,11447608
604,5672357
1016,58146303
645,13602805
455,25866613
289,7493913
442,260534865
248,10084628
321,31435323
286,8252798
270,108012148
325,4597150
594,14725953
332,8115615
229,17536025
320,35924916
299,41317295
731,11134864
322,13236188
268,12049918
692,15898829
412,10929509
547,7005497
405,11159545
491,27303270
363,44298983
362,8659910
241,6620252
278,19908342
346,6288264
449,13037660
589,59773999
444,10851908
366,179622186
297,33843831
609,105178772
281,17048938
562,6200838
603,9360931
966,17332033
652,7475841
428,7938667
381,96288247
592,7222487
337,8006595
427,73884862
232,10171240
595,5541244
814,76861485
452,5135283
261,11255750
311,74743696
573,6185009
511,11719345
262,9540336
405,20145195
316,5570268
403,23695723
394,15956881
377,4180210
522,14261643
351,15502804
583,7248338
502,73077398
289,12745568
765,29949323
626,24055263
491,635948464
366,10633826
390,8125073
481,12265216
462,10186571
306,10170223
285,10731738
460,5104333
419,8547391
442,11482294
800,5886962
345,9233895
564,5746829
657,17303038
418,10646674
429,11592466
654,15810180
453,8002981
281,33739935
404,5116002
309,68293480
378,90496859
242,9569426
833,17195989
398,27523964
432,14150255
391,9889001
336,14753182
493,39467529
637,10657239
287,8484178
396,101023701
869,21961461
487,20999017
251,87824380
698,17127873
556,8042241
377,8475160
260,4659736
380,7548231
531,9580318
365,58118584
540,5575722
448,9072264
277,4263435
527,13284799
543,8174013
550,10926773
267,87700740
362,7447544
533,124485487
323,6545361
390,14409274
244,201107364
417,9665431
571,6287397
442,10820080
624,12008458
371,10046519
571,8369026
929,53752604
392,6305748
704,35416369
289,9101504
379,26464806
282,49158249
292,93309883
433,144026260
665,6488803
240,47399977
429,5920391
331,128786480
432,8303538
245,189954812
518,92653175
393,31521005
492,4993701
686,87819073
444,7019222
431,14930793
347,27642254
593,20697708
324,8724234
310,8966366
1048,16532145
575,51139856
340,42950383
272,5297801
678,42596352
575,9780084
339,9171951
417,8969296
452,9566008
455,112211704
496,130208274
762,26070306
263,45334846
445,56550110
485,10637357
776,4237918
340,126445746
306,59398505
425,79808939
325,92385665
459,13502270
486,10053040
399,12277196
876,9939006
469,5456715
378,79390785
661,211949420
379,17701911
674,31241585
585,7177162
366,20590574
420,10214446
303,4313531
219,97029337
493,13091353
370,6764211
264,7498160
473,15870820
631,9293745
304,162376025
302,176910465
392,8069773
582,12439714
279,17614555
1089,32151218
646,248764061
456,27496884
582,9263936
320,11781362
338,23896486
459,173011633
714,7184794
429,14168096
480,9947834
404,10956748
537,9528287
702,7217714
369,7792904
524,24826764
502,7186973
321,8538953
505,24088065
402,17561801
328,8975875
381,4603272
419,19089604
352,11509200
814,7263422
252,11534473
315,21956731
409,6025863
525,123171801
583,11252028
204,11975303
631,6024128
435,47441557
390,26085407
252,9219170
526,7822510
293,10627797
518,13480273
407,28286125
860,76524104
544,13711857
333,557346390
419,136713753
802,9406434
595,24347551
432,14818706
394,21413414
381,115234076
442,18389869
247,14251799
565,33732529
412,12301785
509,6890140
647,16286347
319,63134450
322,20420699
536,16529950
367,7927240
327,43338728
387,94180062
713,25868517
339,4670936
454,8974677
494,64826730
460,14223504
1065,6435156
378,8323589
425,12165014
447,7102866
360,7211394
642,21804685
298,8722691
341,132496011
451,119337039
870,5863026
486,32742398
578,8138128
425,22278076
322,8609218
750,12699398
435,10834064
667,11906200
480,15921157
546,9995828
606,7127168
341,11950251
384,27857558
571,22543449
286,9803291
552,4848140
422,13466463
699,16871622
888,8096683
593,95257347
609,7678937
805,11118466
627,189723093
243,8702523
595,33022501
402,137905573
541,26278685
375,11799149
353,44402119
517,22933679
439,28959739
850,74248286
303,5744444
472,4561250
265,4456948
411,27132338
295,7645418
559,31682276
423,6812505
361,32138116
468,90581527
264,54883397
397,39042054
742,43967620
313,14233699
499,19700035
350,7300552
310,126978490
283,15270488
349,6054626
862,5096091
354,9938270
314,11260541
564,172188835
319,15971271
507,71823584
430,7989962
371,12898625
364,37281646
331,5571767
430,14739892
529,9324779
582,5677356
668,7576345
567,178940928
501,9539261
629,73220621
347,72482790
450,6896011
336,17159477
439,7329412
365,10586362
262,8652947
404,20972397
721,4235404
410,11469708
195,102756185
355,9006641
303,6510743
375,4356348
347,10629722
747,41755833
351,4993950
763,6060126
316,6724433
1007,11889077
412,36590901
541,7802445
623,19921836
294,128708730
363,11934101
409,5129461
416,27562312
862,105053063
767,25925724
363,24516688
588,24563338
689,11334654
238,65077672
289,11613866
591,18538492
560,9312693
403,5199239
699,6520453
611,150780957
324,10305836
360,9972197
359,5560783
436,14394009
409,9338084
663,8054565
401,16099040
475,15906521
417,7126000
335,8009016
413,14554390
282,31914141
337,35182288
516,143130306
294,13938441
279,23461322
362,5392538
458,8428042
578,5279456
466,25830827
400,20462900
294,10261965
544,82136035
427,68891217
375,24780847
406,9220702
349,14542957
490,6937584
322,70271278
711,19551685
337,6469310
1009,38434650
803,11091240
521,98741450
512,162530338
391,7393558
401,267338714
857,47002539
348,7505958
413,70269752
393,16367241
293,6745446
451,16703890
314,20565292
407,17235002
357,10938466
444,8553616
463,5660404
418,9294378
400,636126427
305,163859891
358,15469060
454,8067719
500,60965112
261,10088712
311,42201276
592,19934181
312,11433619
443,4908667
263,127979816
542,14307694
524,5294827
782,131985176
341,577067619
481,43864560
304,205918236
359,194579521
348,22684817
699,157466264
413,321302528
296,22097581
465,103176719
535,13194183
399,8278335
531,10131829
264,13178835
781,13050175
605,49604209
333,6890579
620,4660828
536,6554435
311,9102283
439,13892281
473,160844314
899,32530433
442,126201461
515,7780562
348,21552967
426,33902108
238,6657263
521,15552829
470,15805737
488,85116685
366,304858920
614,4467654
379,12379772
462,18412657
544,7984259
474,73848443
578,11933125
414,12339872
310,61199623
473,11474185
634,15133840
641,22071250
314,10497319
791,18503713
583,23451428
470,10769962
435,30712247
297,9455234
381,7794111
453,46572809
433,10536820
819,6794916
393,8429760
337,164680114
412,15894606
627,10052209
438,794732654
920,9392650
515,134688358
435,29640148
304,14988704
677,279439606
570,11042971
576,5653875
265,97894171
453,15378370
184,13992701
757,21119507
186,252345604
620,23068297
611,9198917
605,129286139
724,8192803
257,15610665
449,51387495
373,17623772
489,16550260
511,12006844
378,7790972
306,33866481
693,8624051
528,4826350
386,76322148
347,10040288
323,20632671
471,10226276
531,155182541
446,39180978
486,11255795
503,6007241
301,5903847
409,6854215
600,15760697
238,26254215
376,19840320
380,68784341
316,16687814
857,5540504
409,13523910
585,7376135
465,49406107
549,6016425
482,17001694
311,40617837
568,7804421
336,12007336
356,249017905
430,10116138
411,28754388
315,8810187
383,14279479
401,13297596
496,16392870
500,25297897
558,20775000
343,28484333
235,14231749
291,7528977
323,5963688
353,6663089
448,103487786
261,39387664
830,64301617
960,12945212
392,49140238
683,8141863
549,9165811
576,10171841
390,45768484
555,6554548
723,7086641
507,6746645
418,5586853
387,19033182
449,22890459
420,27591552
287,12564579
712,51264813
418,8603069
306,119714891
441,6099999
617,10478673
387,14974448
439,5748503
429,8104503
390,9329963
600,18680005
306,53856204
555,9668373
435,8622076
755,58712711
686,6237529
430,5453799
651,24082764
457,10892124
973,18911545
543,16264420
350,8560091
481,33089868
338,11955961
260,8619114
398,105009589
335,5885758
460,57205666
440,6105111
635,9467739
652,7173580
322,84589434
357,6989197
273,6523996
384,7432708
492,16847948
389,9061318
355,20119711
505,10482340
415,65084156
528,12312904
443,9171352
454,219082808
463,30670946
568,457910779
378,11870526
597,34573205
435,74454859
544,8244697
470,7395282
688,6498608
377,74198533
580,7380980
647,9398557
336,152169899
575,8702662
361,11029993
667,136166646
425,115832651
386,10271643
632,5761898
386,6774263
372,25814068
231,58760278
409,27151508
413,8249834
315,21006958
364,5192811
600,11393508
390,6527944
320,6509205
373,6220935
297,67540914
570,79790186
437,8974503
479,5936687
576,16517359
251,22788537
365,9019987
344,9309645
248,106976221
244,12402763
490,67886344
303,10164818
467,10528973
590,7495675
346,10076351
781,30255964
935,27153312
482,78814207
396,8651996
361,7773425
268,45673784
371,16344403
606,48062802
419,7032086
639,11513135
668,13322049
276,226889128
674,31625615
467,6844607
937,10608889
360,4444414
600,89098736
1303,22419218
941,5902832
345,17075924
803,6091008
301,12017552
281,30339972
482,14289197
247,52253255
262,8575092
453,12957364
622,6789245
370,34146562
598,11894223
677,85537853
300,8490142
530,18336393
829,9589280
473,8647954
755,184962562
385,14269521
346,7850353
372,57266840
424,281236819
391,24448691
552,8292459
270,9448544
583,229702400
390,8397206
479,9981183
465,8785153
478,8262976
370,175607970
910,10947441
474,28346346
310,15485311
319,316425487
511,10352702
191,7148491
582,79662565
536,15127582
907,94360085
314,61027691
321,13234386
485,8347675
1080,17154893
474,23945053
440,16767494
469,22008323
524,14424667
518,10529172
259,16050405
327,6608984
375,88348524
338,42091174
422,82088980
493,9492911
353,16067272
1088,9053562
445,28929382
416,5077761
258,40900157
294,9669662
335,11747135
406,27409310
384,4972577
621,82930710
668,15142017
801,29216128
603,10832977
404,203633862
396,8266227
280,29370213
1380,9198348
540,26504444
383,16354591
857,28856402
273,13832090
375,10153200
413,10068854
263,170782746
684,112354975
341,5355664
331,13986124
305,55572860
569,10777103
402,22824089
672,5297241
745,7915394
369,57598871
668,9159698
743,55719459
383,8543153
313,27106584
501,15404596
692,8690748
532,11424362
522,5717996
527,143428325
512,18967184
361,60738746
511,5984355
268,9838082
648,117785175
463,11875657
281,21293106
364,11975768
425,8196076
333,8000270
320,4349907
597,6639421
360,14572221
465,15581658
302,14576790
540,11213854
461,9319078
295,10241294
408,34437549
305,16286562
347,8826459
418,6832920
356,125689314
516,624456774
303,4565265
339,27868563
340,138374298
618,14260233
511,5387568
912,6774941
397,8967213
305,15909857
416,19798105
543,140209842
882,4194030
418,15395584
465,43774984
227,36765785
632,9860560
555,9927191
397,4928358
500,173538939
551,143151306
288,9101421
466,7396528
478,264822892
482,725515678
446,15968116
337,4557908
350,134041540
313,24046732
272,232810103
298,15372787
649,13484953
443,12191403
325,11010648
663,421616216
906,114505485
206,281697941
586,5408482
487,9858452
767,6222614
254,44238810
1044,8971334
407,12920380
274,42475683
361,7098455
1006,194300064
349,88567792
506,16281375
680,30686633
426,21481790
508,81496468
351,405589561
508,6803803
440,39733868
653,6512729
633,210766821
717,8454743
257,34513930
308,108648074
516,8922688
395,6106080
594,4802505
343,7047756
557,4041464
521,7703074
305,9545529
595,13047869
395,8983879
488,6289503
290,14548808
456,8370722
353,29553479
267,5334590
362,76196468
309,35831258
1506,6007517
575,5385514
496,6195160
328,12839741
448,15681204
539,6568876
399,10818825
677,8449097
496,12048916
623,8369593
526,16363870
659,29262895
311,7633342
342,111198367
377,5451605
291,6971383
313,11019636
406,88863609
768,7092309
331,110570613
1001,5391421
450,10521749
840,47900001
225,6619866
408,8862653
452,13646421
288,281237266
560,175553344
535,6410288
631,5402362
347,47760285
482,10670393
286,31005205
643,8063424
420,7600811
324,6702688
355,7442060
831,24190056
208,132055266
427,27772552
424,113394228
838,20493409
517,17013726
680,64623009
415,8425799
1035,12421311
389,7282048
227,18686694
325,130401825
438,13955460
431,74991984
951,85224056
267,10401106
418,93489220
461,7801348
236,7600850
608,13115604
345,4494292
365,29440405
514,147889446
592,43132981
416,67207359
697,7766024
352,29471942
274,56461685
1232,159649699
286,31111443
501,6727136
635,12726460
345,20508390
359,7515558
391,8850196
344,13821982
288,22112015
536,578567049
539,29464889
532,9316027
592,8496791
333,17303462
314,6141327
557,5025137
939,6654071
368,7811495
418,11917199
347,5672424
516,6067493
607,14389284
322,11969629
391,7399355
512,9105045
541,7317628
569,24473669
429,11078059
448,92555011
448,18626861
266,65423592
310,7049155
331,6851851
380,7137407
527,9100838
348,9171476
342,11912316
460,42882490
860,5214211
354,28132467
412,264900492
346,11491584
551,11885139
411,27054408
549,106278252
662,13847146
417,8452533
368,51759387
358,13690991
363,5073523
460,8742204
316,52811354
300,5842479
389,6212219
366,9176528
480,27667442
370,58173016
376,9442155
686,47691186
514,27466005
686,29395850
602,10867442
347,5742628
388,21925464
393,5680486
664,16550660
350,9714243
336,5026445
500,28595736
364,17888680
284,75426112
387,13197596
519,44177884
279,5943471
412,12305312
505,8103958
940,46981650
840,143124442
445,9050652
535,27558270
585,20174372
385,159944002
667,9473712
309,15804593
414,5574754
872,7709134
212,16495422
279,31932691
617,140863607
349,5030577
507,8171495
237,64584844
859,8769666
808,8620497
462,10004571
553,14841415
517,8267236
320,6263307
442,30364553
732,7151648
388,23249448
420,7319231
504,302008698
561,22844478
357,6970596
345,6979883
339,7996289
642,14175764
607,14051210
439,33067193
621,5730448
542,7792702
302,13953841
453,9369048
569,211551398
505,8938744
439,5925631
307,28190021
340,74526735
293,17068653
328,5716565
819,4287752
436,207108786
475,13543591
651,7836125
335,14507583
652,15693170
374,5320829
306,15009259
792,64122608
391,43075379
310,13854032
1007,3998194
557,17469949
309,19047273
255,26390915
282,30408376
649,33467617
607,9784439
217,3993443
441,31994014
473,10618130
381,10466523
907,284450666
512,5963789
403,7187391
438,14063594
401,24797122
456,5301414
255,10926183
365,12076821
507,14126764
498,135332170
844,16271053
360,211011594
279,12029854
352,29594184
303,17372513
348,10287439
317,16319440
370,16673438
267,15501942
757,9233045
600,6207955
458,18932732
379,4288750
386,7541250
426,136938637
402,64512909
464,34282608
390,9131658
574,146214510
386,8573817
365,8886403
376,109240826
665,299213002
533,26710066
362,17629928
446,101108602
342,10303179
395,10507274
346,172311641
261,8826865
290,10603791
328,6893380
289,6387869
808,12553415
436,30386511
362,22768692
344,322711592
341,11296766
775,31504369
580,47953120
406,225217275
378,101717224
510,5856158
452,40262563
277,8184228
262,9177833
404,8299206
434,11220174
389,7930742
447,6271270
268,151820329
284,50112951
904,356087013
466,7666032
263,25831502
405,6421971
499,6207185
717,52074005
552,8372046
249,7061172
1019,9726514
551,4670847
413,11590193
366,17220631
545,397973169
316,20118922
247,12510084
362,174799629
333,15778451
1090,10111335
336,30391613
699,8409114
278,21441757
368,6530482
628,14725546
487,7240422
201,7390303
279,32201859
433,8652265
367,141091156
487,14727557
833,7211883
366,20985977
590,47024453
456,5135059
393,9447168
640,131230363
585,14013314
724,30670917
494,4999020
388,36596843
554,16561760
430,29949027
646,397541129
320,20353819
776,7448455
473,22235526
501,6799413
459,11187600
298,6919176
233,11833107
591,18987550
338,15495048
513,5383190
448,80720317
580,59559790
424,13336408
591,6866974
428,11140230
428,8588856
410,29988604
438,12375897
370,17808169
348,26921084
385,8001742
582,16864148
294,4032431
263,68348498
557,16485315
620,35675385
475,11012031
424,18996757
251,8289018
431,61168393
444,6756094
534,6040450
373,105325753
461,8616714
337,6735828
1009,12152361
396,116242537
270,54554266
410,8288672
245,10548461
231,72932213
450,203844696
444,10269363
355,9081973
318,8111963
307,9472980
332,5835673
267,4767384
563,5238461
398,13228653
516,7335387
308,57729467
386,221638013
703,4928937
411,7436850
275,10779376
400,31242577
456,35580863
477,29302585
356,125876416
472,19478472
319,9237721
731,16962510
551,16557773
521,12449549
379,15989922
321,20965349
474,112265067
525,46455203
672,7763930
409,8289938
342,61428103
559,7521417
275,132058469
398,12057324
485,8399866
426,6671463
281,7884468
466,19403268
435,23308603
869,10350547
783,10537481
510,5238187
329,10235448
939,14354302
477,8995681
997,12372856
417,6530558
461,68603034
409,5043432
657,25999578
503,7181505
678,8901623
382,149171362
468,31183271
587,54743186
395,329025269
606,40526498
382,63900551
435,10246794
360,9976210
582,44827071
447,48021406
596,8234342
232,10401064
308,53846465
535,9016249
464,10071589
332,129658065
490,11759956
711,18113367
562,4301218
486,195976369
536,10893346
296,40526743
584,11026904
370,8832888
362,31178740
449,47038473
740,11504693
437,38542383
419,9216359
280,259786763
774,43512397
531,26434856
797,7709236
409,8231250
450,46174102
343,15610177
697,12899402
590,11010712
454,94793403
426,6926058
533,10446182
493,4593791
589,8670060
868,5379979
375,5594383
391,31241570
502,9910791
382,15627691
420,15438294
338,5337304
379,35843323
466,6973266
470,11550910
656,35318794
378,7341108
304,12875153
880,7885210
616,10367955
847,13952238
271,7431813
513,11519787
795,12127950
412,6297545
488,6100244
284,5392409
520,13042320
458,12404033
900,600366895
490,339100763
375,26249673
303,12642769
372,35298523
537,5744348
452,1122580073
304,101834379
347,13611012
441,34859604
1009,11451323
807,252430731
402,12687820
342,17405371
333,31190267
678,12104786
357,41824453
400,6554958
745,142199317
262,47945914
478,78441512
645,8900075
330,20237071
926,8141148
255,28465662
296,40185984
836,9105500
495,4262570
420,35477399
474,10585310
498,5446318
432,7949244
940,13451770
548,8711674
359,34665670
478,9307457
489,5934331
378,20729025
621,6339160
343,459216409
369,5112440
305,20226642
270,25856814
370,11633427
420,17386956
867,40551087
303,74132137
622,21641549
480,14388709
532,5160596
268,49876887
348,8967701
1009,6264378
254,10849089
430,33900030
433,9030777
329,11383628
377,6489606
337,8614058
417,56489082
393,12982508
941,10890872
405,22982983
572,7390972
332,6708591
280,59014188
357,9777036
681,37984363
417,14852602
334,66229696
296,50789821
364,55199938
598,9742234
375,83101245
372,26700889
643,8763368
380,6690124
561,36597479
285,5693649
486,18188028
380,8668318
385,9164533
449,12315375
